complaint_id,raw_text,issue_category,jurisdiction_level,assigned_department,officer_title,priority_level,actual_resolution_hours
BAGA-0872,Handpump in village Rajgurunagar not working for 7 days,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,85.6
BAGA-0873,Electric pole fallen on road near hospital in Aundh,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.8
BAGA-0874,Open dumping of waste near hospital in Hadapsar,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,40.8
BAGA-0875,Electric pole fallen on road near college in Shivaji Nagar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,5.8
BAGA-0876,Toilet construction incomplete in Devgad under SBM,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,94.2
BAGA-0877,"Huge pothole on Tilak Road near market, very dangerous",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,267.8
BAGA-0878,Open dumping of waste near temple in Kothrud,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,52.2
BAGA-0879,Water pipe burst on FC Road near school,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,33.4
BAGA-0880,"Dustbins removed from MG Road, kachra everywhere",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,41.5
BAGA-0881,"Power cut in Sadar Bazar for 6 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,10.0
BAGA-0882,Water pipe burst on MG Road near petrol pump,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,52.0
BAGA-0883,"Power cut in Hadapsar for 4 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.4
BAGA-0884,"Transformer burst in Kothrud, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.3
BAGA-0885,"Water contamination in Junnar, children falling sick",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,82.5
BAGA-0886,"Water contamination in Shirgaon, children falling sick",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,69.1
BAGA-0887,There is no water supply in Ward 12 since 12 hours,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,33.3
BAGA-0888,"Footpath broken in Shivaji Nagar, elderly people falling",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,360.5
BAGA-0889,Anganwadi building in Bhimashankar needs repair,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,476.0
BAGA-0890,Handpump in village Wadgaon not working for 5 days,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,85.3
BAGA-0891,"Transformer burst in MG Road area, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,6.7
BAGA-0892,Electric pole fallen on road near government office in Gandhi Nagar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.9
BAGA-0893,"Sewer line blocked in Hadapsar, sewage on road",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,39.5
BAGA-0894,Garbage not collected for 7 days in Ward 22,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,41.9
BAGA-0895,Streetlight not working on Old Mumbai Highway for 15 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,5.1
BAGA-0896,"Transformer burst in Kothrud, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.2
BAGA-0897,Electric pole fallen on road near bus stand in Aundh,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.3
BAGA-0898,No speed breakers near school on Tilak Road,Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,288.5
BAGA-0899,"Power cut in MG Road area for 3 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.9
BAGA-0900,Voltage fluctuation damaging appliances in Nehru Colony,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,6.5
BAGA-0901,"No water in gram panchayat Rajgurunagar, bore well dried up",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,66.5
BAGA-0902,"Bridge near Shirgaon damaged, vehicles cannot pass",Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,539.5
BAGA-0903,"Transformer burst in Laxmi Nagar, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,10.6
BAGA-0904,"Transformer burst in Gandhi Nagar, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,6.9
BAGA-0905,Open dumping of waste near petrol pump in Aundh,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,26.0
BAGA-0906,Streetlight not working on Mall Road for 7 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.4
BAGA-0907,"No water in gram panchayat Bhimashankar, bore well dried up",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,105.4
BAGA-0908,"Huge pothole on Station Road near bus stand, very dangerous",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,289.8
BAGA-0909,Voltage fluctuation damaging appliances in Kothrud,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,5.6
BAGA-0910,Anganwadi building in Kolegaon needs repair,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,550.6
BAGA-0911,"Transformer burst in Nehru Colony, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.7
BAGA-0912,Voltage fluctuation damaging appliances in Aundh,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.1
BAGA-0913,"Dustbins removed from Civil Lines Road, kachra everywhere",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,41.4
BAGA-0914,"Transformer burst in Sadar Bazar, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.0
BAGA-0915,Anganwadi building in Shirgaon needs repair,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,522.0
BAGA-0916,Handpump in village Junnar not working for 10 days,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,63.1
BAGA-0917,There is no water supply in Ward 38 since 8 hours,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,37.1
BAGA-0918,"No water in gram panchayat Bhimashankar, bore well dried up",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,88.3
BAGA-0919,"Transformer burst in Gandhi Nagar, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.5
BAGA-0920,Community hall roof collapsed in gram panchayat Kolegaon,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,535.9
BAGA-0921,Community hall roof collapsed in gram panchayat Kolegaon,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,433.0
BAGA-0922,Water pipe burst on NH-48 near bus stand,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,34.5
BAGA-0923,Handpump in village Junnar not working for 3 days,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,116.3
BAGA-0924,Streetlight not working on NH-48 for 3 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.4
BAGA-0925,There is no water supply in Ward 38 since 12 hours,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,31.2
BAGA-0926,Streetlight not working on Mall Road for 10 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.2
BAGA-0927,"Transformer burst in Laxmi Nagar, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,11.6
BAGA-0928,"Sewer line blocked in Shivaji Nagar, sewage on road",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,52.2
BAGA-0929,Handpump in village Bhimashankar not working for 15 days,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,81.0
BAGA-0930,No speed breakers near school on NH-48,Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,326.7
BAGA-0931,"Water contamination in Devgad, children falling sick",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,75.0
BAGA-0932,"Water pressure is very low in Baner, need urgent fix",Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,42.0
BAGA-0933,"Power cut in Sadar Bazar for 2 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,6.9
BAGA-0934,"Sewer line blocked in Kothrud, sewage on road",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,43.1
BAGA-0935,Road damaged after monsoon near market,Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,300.7
BAGA-0936,Community hall roof collapsed in gram panchayat Mahuli,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,653.1
BAGA-0937,"Huge pothole on Old Mumbai Highway near hospital, very dangerous",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,259.1
BAGA-0938,Electric pole fallen on road near school in Laxmi Nagar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,10.5
BAGA-0939,Community hall roof collapsed in gram panchayat Mahuli,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,573.5
BAGA-0940,"Dustbins removed from Station Road, kachra everywhere",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,38.5
BAGA-0941,Community hall roof collapsed in gram panchayat Kolegaon,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,503.8
BAGA-0942,Electric pole fallen on road near railway station in Baner,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.0
BAGA-0943,"Drain overflowing on NH-48, causing health hazard",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,64.5
BAGA-0944,"Water contamination in Devgad, children falling sick",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,102.2
BAGA-0945,Garbage not collected for 15 days in Ward 15,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,60.3
BAGA-0946,Streetlight not working on FC Road for 10 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,5.4
BAGA-0947,Electric pole fallen on road near petrol pump in Nehru Colony,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.4
BAGA-0948,"Bridge near Wadgaon damaged, vehicles cannot pass",Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,600.1
BAGA-0949,"Sewer line blocked in Baner, sewage on road",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,51.3
BAGA-0950,"No water in gram panchayat Wadgaon, bore well dried up",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,95.7
BAGA-0951,Dirty contaminated water coming from tap in MG Road area,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,25.8
BAGA-0952,Streetlight not working on NH-48 for 10 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,3.4
BAGA-0953,"Village Devgad needs water tanker, no piped supply",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,88.6
BAGA-0954,Water pipe burst on Tilak Road near government office,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,35.6
BAGA-0955,Road damaged after monsoon near petrol pump,Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,253.4
BAGA-0956,Electric pole fallen on road near government office in Koregaon Park,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.8
BAGA-0957,"Dustbins removed from Civil Lines Road, kachra everywhere",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,50.4
BAGA-0958,"Transformer burst in Laxmi Nagar, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.6
BAGA-0959,Overhead tank not filling in our colony Nehru Colony,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,41.3
BAGA-0960,"Dustbins removed from Tilak Road, kachra everywhere",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,41.7
BAGA-0961,Electric pole fallen on road near market in MG Road area,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.7
BAGA-0962,"Village Kolegaon needs water tanker, no piped supply",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,72.4
BAGA-0963,"Water pressure is very low in Nehru Colony, need urgent fix",Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,24.7
BAGA-0964,Toilet construction incomplete in Kolegaon under SBM,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,78.7
BAGA-0965,Open dumping of waste near college in Hadapsar,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,60.6
BAGA-0966,Dirty contaminated water coming from tap in Gandhi Nagar,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,30.8
BAGA-0967,"Transformer burst in Gandhi Nagar, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.9
BAGA-0968,"Village Kolegaon needs water tanker, no piped supply",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,100.2
BAGA-0969,Streetlight not working on Civil Lines Road for 7 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.5
BAGA-0970,Water pipe burst on Station Road near temple,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,32.1
BAGA-0971,"Water contamination in Devgad, children falling sick",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,70.8
BAGA-0972,Voltage fluctuation damaging appliances in Laxmi Nagar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.1
BAGA-0973,"Village Junnar needs water tanker, no piped supply",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,88.8
BAGA-0974,Electric pole fallen on road near bus stand in Sadar Bazar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.3
BAGA-0975,"Power cut in Shivaji Nagar for 4 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.3
BAGA-0976,Road damaged after monsoon near temple,Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,393.0
BAGA-0977,Open dumping of waste near hospital in Baner,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,65.7
BAGA-0978,"Water contamination in Kolegaon, children falling sick",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,77.7
BAGA-0979,"Transformer burst in Shivaji Nagar, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,12.2
BAGA-0980,Village road from Bhimashankar to taluka in terrible condition,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,439.8
BAGA-0981,"Village Devgad needs water tanker, no piped supply",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,65.7
BAGA-0982,"No water in gram panchayat Kolegaon, bore well dried up",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,98.1
BAGA-0983,Water pipe burst on NH-48 near school,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,34.5
BAGA-0984,Village road from Pargaon to taluka in terrible condition,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,323.8
BAGA-0985,"Power cut in Sadar Bazar for 3 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,11.0
BAGA-0986,Handpump in village Bhimashankar not working for 10 days,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,95.0
BAGA-0987,"Bridge near Bhimashankar damaged, vehicles cannot pass",Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,530.5
BAGA-0988,Road damaged after monsoon near government office,Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,255.2
BAGA-0989,Handpump in village Ambegaon not working for 5 days,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,80.0
BAGA-0990,Water pipe burst on MG Road near railway station,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,23.6
BAGA-0991,Toilet construction incomplete in Junnar under SBM,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,67.9
BAGA-0992,"No water in gram panchayat Bhimashankar, bore well dried up",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,72.0
BAGA-0993,"Water pressure is very low in Hadapsar, need urgent fix",Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,42.5
BAGA-0994,"Village Mahuli needs water tanker, no piped supply",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,73.6
BAGA-0995,"Village Devgad needs water tanker, no piped supply",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,90.8
BAGA-0996,Road damaged after monsoon near railway station,Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,255.3
BAGA-0997,There is no water supply in Ward 29 since 24 hours,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,30.7
BAGA-0998,Garbage not collected for 15 days in Ward 45,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,51.2
BAGA-0999,"No water in gram panchayat Mahuli, bore well dried up",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,83.7
BAGA-1000,"Transformer burst in Gandhi Nagar, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,10.2
